Date;Open;High;Low;Close;Number of Shares;Number of Trades;Turnover
27/07/2022;6206.25;6267.80;6199.93;6257.94;0;0;2859778658
28/07/2022;6304.13;6339.21;6236.57;6339.21;0;0;3868205063
29/07/2022;6413.10;6472.27;6397.91;6448.50;0;0;4765142729
01/08/2022;6447.18;6484.08;6434.12;6436.86;0;0;2832977647
02/08/2022;6424.68;6429.05;6381.43;6409.80;0;0;2873108625
03/08/2022;6404.10;6475.54;6398.99;6472.06;0;0;3073509071
04/08/2022;6476.72;6555.71;6475.05;6513.39;0;0;2798923128
05/08/2022;6512.62;6523.03;6449.72;6472.35;0;0;2970260535
08/08/2022;6510.45;6564.24;6503.27;6524.44;0;0;2299198336
09/08/2022;6514.52;6530.35;6480.06;6490.00;0;0;2598339274
10/08/2022;6467.10;6545.64;6453.79;6523.44;0;0;2993444251
11/08/2022;6560.21;6562.32;6499.63;6544.67;0;0;3124610332
12/08/2022;6553.24;6587.84;6539.75;6553.86;0;0;2782612526
15/08/2022;6582.63;6586.96;6532.48;6569.95;0;0;1775893963
16/08/2022;6580.99;6608.83;6568.58;6592.58;0;0;2469994501
17/08/2022;6608.64;6608.64;6517.99;6528.32;0;0;2765117230
18/08/2022;6530.58;6576.37;6519.57;6557.40;0;0;2297944061
19/08/2022;6520.44;6549.13;6488.00;6495.83;0;0;3483930148
22/08/2022;6448.81;6459.36;6352.97;6378.74;0;0;3129014764
23/08/2022;6331.17;6402.22;6331.17;6362.02;0;0;2732651005
24/08/2022;6332.43;6396.63;6319.70;6386.76;0;0;2220611253
25/08/2022;6432.16;6440.69;6361.53;6381.56;0;0;2181033281
26/08/2022;6420.75;6429.79;6252.59;6274.26;0;0;2943635490
29/08/2022;6199.11;6232.25;6153.44;6222.28;0;0;2260341562
30/08/2022;6243.08;6303.66;6182.63;6210.22;0;0;2645206868
31/08/2022;6226.99;6230.90;6125.10;6125.10;0;0;4558863573
01/09/2022;6068.34;6072.93;6009.09;6034.31;0;0;3095393361
02/09/2022;6075.73;6178.29;6051.02;6167.51;0;0;2973143250
05/09/2022;6048.22;6105.59;6018.02;6093.22;0;0;2552538465
06/09/2022;6083.02;6138.22;6060.44;6104.61;0;0;2359167454
07/09/2022;6059.64;6119.95;6045.27;6105.92;0;0;2722194873
08/09/2022;6136.93;6143.29;6034.79;6125.90;0;0;3005151859
09/09/2022;6140.87;6239.11;6138.88;6212.33;0;0;2855623482
12/09/2022;6242.46;6352.45;6224.51;6333.59;0;0;3183162031
13/09/2022;6360.31;6394.18;6245.69;6245.69;0;0;3206713800
14/09/2022;6210.77;6249.29;6183.55;6222.41;0;0;3056962640
15/09/2022;6212.21;6249.52;6143.36;6157.84;0;0;3236318607
16/09/2022;6100.79;6114.36;6052.42;6077.30;0;0;8109157607
19/09/2022;6049.00;6093.40;5974.72;6061.59;0;0;2359456119
20/09/2022;6084.41;6118.25;5970.23;5979.47;0;0;3090132638
21/09/2022;5928.50;6034.27;5915.57;6031.33;0;0;2760710581
22/09/2022;5928.54;6022.39;5918.50;5918.50;0;0;3059264750
23/09/2022;5906.18;5913.71;5765.65;5783.41;0;0;3709733537
26/09/2022;5744.49;5828.05;5736.00;5769.39;0;0;3045693514
27/09/2022;5809.82;5852.61;5753.82;5753.82;0;0;3255245270
28/09/2022;5692.54;5773.08;5651.49;5765.01;0;0;3950207695
29/09/2022;5746.29;5746.29;5628.42;5676.87;0;0;3587020691
30/09/2022;5712.20;5770.78;5688.34;5762.34;0;0;3809119469
03/10/2022;5697.47;5804.27;5654.44;5794.15;0;0;3010281838
04/10/2022;5859.45;6039.69;5852.92;6039.69;0;0;4017314881
05/10/2022;6006.12;6034.93;5953.55;5985.46;0;0;2996367771
06/10/2022;6004.11;6018.47;5917.27;5936.42;0;0;2489290651
07/10/2022;5911.96;5956.95;5855.66;5866.94;0;0;2853673517
10/10/2022;5806.57;5883.85;5796.31;5840.55;0;0;2584787089
11/10/2022;5796.83;5849.58;5770.48;5833.20;0;0;2649737627
12/10/2022;5842.10;5872.49;5788.66;5818.47;0;0;2829865921
13/10/2022;5792.54;5899.82;5704.87;5879.19;0;0;3743779851
14/10/2022;5965.80;6044.75;5921.15;5931.92;0;0;3409406954
17/10/2022;5949.65;6068.37;5910.39;6040.66;0;0;2658459721
18/10/2022;6098.60;6139.78;6057.38;6067.00;0;0;2804350091
19/10/2022;6092.77;6109.97;6040.72;6040.72;0;0;2546076242
20/10/2022;6046.81;6103.50;6029.53;6086.90;0;0;2804685522
21/10/2022;6021.58;6056.04;5952.88;6035.39;0;0;3568393496
24/10/2022;6076.20;6175.62;6041.14;6131.36;0;0;3149764742
25/10/2022;6172.65;6253.12;6135.38;6250.55;0;0;3329142459
26/10/2022;6244.64;6282.75;6219.33;6276.31;0;0;3262699300
27/10/2022;6253.85;6272.20;6194.33;6244.03;0;0;3817309258
28/10/2022;6192.18;6278.77;6183.41;6273.05;0;0;3367111100
31/10/2022;6279.70;6293.15;6244.08;6266.77;0;0;2928650903
01/11/2022;6329.76;6383.70;6306.05;6328.25;0;0;2617075604
02/11/2022;6351.31;6376.29;6273.55;6276.88;0;0;3238677274
03/11/2022;6209.63;6245.69;6191.73;6243.28;0;0;3079664353
04/11/2022;6291.39;6466.32;6289.07;6416.44;0;0;4528048142
07/11/2022;6379.49;6442.41;6363.70;6416.61;0;0;3182954277
08/11/2022;6391.75;6451.16;6378.32;6441.50;0;0;2737502416
09/11/2022;6426.80;6446.50;6405.84;6430.57;0;0;2711883986
10/11/2022;6396.59;6573.85;6381.42;6556.83;0;0;4918996898
11/11/2022;6612.93;6636.81;6573.87;6594.62;0;0;4987456846
14/11/2022;6622.42;6662.07;6603.56;6609.17;0;0;3659327726
15/11/2022;6626.82;6684.09;6621.82;6641.66;0;0;3504977169
16/11/2022;6647.40;6656.33;6587.20;6607.22;0;0;3890173283
17/11/2022;6624.47;6634.73;6522.28;6576.12;0;0;3079493681
18/11/2022;6620.58;6667.20;6601.56;6644.46;0;0;4704078251
21/11/2022;6625.10;6649.76;6613.92;6634.45;0;0;2915131810
22/11/2022;6643.70;6669.17;6615.58;6657.53;0;0;2957162065
23/11/2022;6677.97;6681.41;6642.03;6679.09;0;0;2670997367
24/11/2022;6683.44;6730.16;6679.80;6707.32;0;0;2316564529
25/11/2022;6710.36;6725.00;6686.63;6712.48;0;0;2410474418
28/11/2022;6678.11;6693.92;6641.30;6665.20;0;0;3087062558
29/11/2022;6686.96;6695.86;6649.88;6668.97;0;0;3014475174
30/11/2022;6706.67;6743.60;6678.75;6738.55;0;0;7556845606
01/12/2022;6784.60;6791.31;6730.55;6753.97;0;0;3443225575
02/12/2022;6728.86;6767.72;6689.76;6742.25;0;0;3457766805
05/12/2022;6728.71;6738.97;6685.52;6696.96;0;0;2800872525
06/12/2022;6677.49;6704.74;6656.93;6687.79;0;0;3158654098
07/12/2022;6687.34;6696.65;6642.44;6660.59;0;0;3546594335
08/12/2022;6677.00;6679.57;6629.36;6647.31;0;0;2956933831
09/12/2022;6671.78;6680.09;6618.27;6677.64;0;0;3123731274
12/12/2022;6647.90;6681.30;6634.97;6650.55;0;0;2904640103
13/12/2022;6672.22;6823.10;6642.09;6744.98;0;0;4050281640
14/12/2022;6727.75;6733.85;6694.33;6730.79;0;0;3479948913
15/12/2022;6674.29;6680.22;6503.00;6522.77;0;0;4746095997
16/12/2022;6505.63;6515.70;6418.95;6452.63;0;0;10975800234
19/12/2022;6470.93;6510.46;6470.93;6473.29;0;0;2711099112
20/12/2022;6418.69;6468.94;6388.23;6450.43;0;0;2935534115
21/12/2022;6469.11;6586.48;6467.57;6580.24;0;0;3089970911
22/12/2022;6587.50;6614.35;6503.88;6517.97;0;0;2454035988
23/12/2022;6513.20;6533.58;6476.05;6504.90;0;0;1784766660
27/12/2022;6559.63;6579.33;6543.26;6550.66;0;0;1496520429
28/12/2022;6561.50;6572.12;6505.67;6510.49;0;0;1706382180
29/12/2022;6486.65;6577.08;6474.73;6573.47;0;0;1795278041
30/12/2022;6533.12;6540.51;6470.64;6473.76;0;0;1973436951
02/01/2023;6521.07;6601.11;6518.21;6594.57;0;0;1930159851
03/01/2023;6580.09;6696.10;6580.09;6623.89;0;0;3092476927
04/01/2023;6660.60;6780.83;6659.83;6776.43;0;0;4136942991
05/01/2023;6744.50;6792.09;6732.04;6761.50;0;0;3164205368
06/01/2023;6772.94;6860.95;6757.46;6860.95;0;0;3017027744
09/01/2023;6861.59;6928.43;6851.66;6907.36;0;0;3701343289
10/01/2023;6882.01;6885.44;6845.81;6869.14;0;0;2985490225
11/01/2023;6879.10;6946.67;6874.71;6924.19;0;0;3799036349
12/01/2023;6947.34;7015.70;6946.30;6975.68;0;0;3896062685
13/01/2023;6989.59;7035.82;6977.86;7023.50;0;0;3488585426
16/01/2023;7036.48;7052.52;7016.32;7043.31;0;0;2406603375
17/01/2023;7036.91;7104.90;7020.82;7077.16;0;0;3642894491
18/01/2023;7073.62;7115.20;7072.45;7083.39;0;0;3531110157
19/01/2023;7047.64;7056.14;6946.74;6951.87;0;0;4088009024
20/01/2023;6996.22;7015.96;6965.45;6995.99;0;0;3827120965
23/01/2023;7014.91;7044.51;6988.51;7032.02;0;0;2451654863
24/01/2023;7053.04;7064.69;7011.40;7050.48;0;0;2765211293
25/01/2023;7057.82;7070.84;6999.93;7043.88;0;0;2705678169
26/01/2023;7095.11;7117.53;7078.02;7095.99;0;0;3362423207
27/01/2023;7085.47;7117.48;7062.69;7097.21;0;0;3629078251
30/01/2023;7054.24;7103.66;7030.95;7082.01;0;0;0
